,id,Published,Modified,summary,cvss,cwe,labels
6589,CVE-2016-8420,2017-02-08T15:59:00.000Z,2017-07-25T01:29:00.000Z,"An elevation of privilege vulnerability in the Qualcomm Wi-Fi driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-32451171. References: QC-CR#1087807.",7.6,CWE-264,"Execute Code"
6590,CVE-2016-8421,2017-02-08T15:59:00.000Z,2017-07-25T01:29:00.000Z,"An elevation of privilege vulnerability in the Qualcomm Wi-Fi driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-32451104. References: QC-CR#1087797.",7.6,CWE-264,"Execute Code"
6591,CVE-2016-8422,2017-01-12T20:59:00.000Z,2017-01-18T02:59:00.000Z,"An elevation of privilege vulnerability in the Qualcomm bootloader could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Product: Android. Versions: N/A. Android ID: A-31471220. References: QC-CR#979426.",9.3,CWE-264,"Execute Code"
6592,CVE-2016-8423,2017-01-12T20:59:00.000Z,2017-01-18T02:59:00.000Z,"An elevation of privilege vulnerability in the Qualcomm bootloader could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Product: Android. Versions: N/A. Android ID: A-31399736. References: QC-CR#1000546.",9.3,CWE-264,"Execute Code"
6593,CVE-2016-8433,2017-01-12T20:59:00.000Z,2017-01-18T02:59:00.000Z,"An elevation of privilege vulnerability in the MediaTek driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Product: Android. Versions: N/A. Android ID: A-31750190. References: MT-ALPS02974192.",9.3,CWE-264,"Execute Code"
6594,CVE-2016-8436,2017-01-12T20:59:00.000Z,2017-01-18T02:59:00.000Z,"An elevation of privilege vulnerability in the Qualcomm video driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Critical due to the possibility of a local permanent device compromise, which may require reflashing the operating system to repair the device. Product: Android. Versions: Kernel-3.18. Android ID: A-32450261. References: QC-CR#1007860.",9.3,CWE-264,"Execute Code"
6595,CVE-2016-8445,2017-01-12T20:59:00.000Z,2017-01-24T00:05:00.000Z,"An elevation of privilege vulnerability in MediaTek components, including the thermal driver and video driver, could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31747590. References: MT-ALPS02968983.",7.6,CWE-264,"Execute Code"
6596,CVE-2016-8446,2017-01-12T20:59:00.000Z,2017-01-18T02:59:00.000Z,"An elevation of privilege vulnerability in MediaTek components, including the thermal driver and video driver, could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31747749. References: MT-ALPS02968909.",7.6,CWE-264,"Execute Code"
6597,CVE-2016-8447,2017-01-12T20:59:00.000Z,2017-01-18T02:59:00.000Z,"An elevation of privilege vulnerability in MediaTek components, including the thermal driver and video driver, could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31749463. References: MT-ALPS02968886.",7.6,CWE-264,"Execute Code"
6598,CVE-2016-8448,2017-01-12T20:59:00.000Z,2017-01-18T02:59:00.000Z,"An elevation of privilege vulnerability in MediaTek components, including the thermal driver and video driver, could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31791148. References: MT-ALPS02982181.",7.6,CWE-264,"Execute Code"
6599,CVE-2016-8462,2017-01-12T20:59:00.000Z,2017-01-18T02:59:00.000Z,An information disclosure vulnerability in the bootloader could enable a local attacker to access data outside of its permission level. This issue is rated as High because it could be used to access sensitive data. Product: Android. Versions: N/A. Android ID: A-32510383.,2.1,CWE-200,"Obtain Information"
6600,CVE-2016-8467,2017-01-13T16:59:00.000Z,2017-01-18T02:59:00.000Z,An elevation of privilege vulnerability in the bootloader could enable a local attacker to execute arbitrary modem commands on the device. This issue is rated as High because it is a local permanent denial of service (device interoperability: completely permanent or requiring re-flashing the entire operating system). Product: Android. Versions: N/A. Android ID: A-30308784.,4.9,CWE-264,"Denial Of Service,Execute Code"
6601,CVE-2016-8470,2017-01-12T20:59:00.000Z,2017-01-18T02:59:00.000Z,An information disclosure vulnerability in the MediaTek driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31528889. References: MT-ALPS02961395.,2.6,CWE-200,"Obtain Information"
6602,CVE-2016-8471,2017-01-12T20:59:00.000Z,2017-01-18T02:59:00.000Z,An information disclosure vulnerability in the MediaTek driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31528890. References: MT-ALPS02961380.,2.6,CWE-200,"Obtain Information"
6603,CVE-2016-8472,2017-01-12T20:59:00.000Z,2017-01-18T02:59:00.000Z,An information disclosure vulnerability in the MediaTek driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31531758. References: MT-ALPS02961384.,2.6,CWE-200,"Obtain Information"
6604,CVE-2016-8476,2017-02-08T15:59:00.000Z,2017-07-25T01:29:00.000Z,"An elevation of privilege vulnerability in the Qualcomm Wi-Fi driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-32879283. References: QC-CR#1091940.",7.6,CWE-264,"Execute Code"
6605,CVE-2016-8480,2017-02-08T15:59:00.000Z,2017-07-25T01:29:00.000Z,"An elevation of privilege vulnerability in the Qualcomm Secure Execution Environment Communicator driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-31804432. References: QC-CR#1086186.",7.6,CWE-264,"Execute Code"
6606,CVE-2016-8481,2017-02-08T15:59:00.000Z,2017-07-25T01:29:00.000Z,"An elevation of privilege vulnerability in the Qualcomm sound driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-31906415. References: QC-CR#1078000.",7.6,CWE-264,"Execute Code"
6607,CVE-2016-8482,2018-04-05T18:29:00.000Z,2018-04-17T16:46:00.000Z,An elevation of privilege vulnerability in the NVIDIA GPU driver. Product: Android. Versions: Android kernel. Android ID: A-31799863. References: N-CVE-2016-8482.,7.2,CWE-264,"None"
6608,CVE-2016-8484,2018-04-04T18:29:00.000Z,2018-05-04T19:09:00.000Z,An elevation of privilege vulnerability in Qualcomm closed source components. Product: Android. Versions: Android kernel. Android ID: A-28823575.,10.0,CWE-264,"None"
6609,CVE-2016-8485,2018-04-04T18:29:00.000Z,2018-05-04T19:09:00.000Z,An information disclosure vulnerability in Qualcomm closed source components. Product: Android. Versions: Android kernel. Android ID: A-28823681.,5.0,CWE-200,"Obtain Information"
6610,CVE-2016-8486,2018-04-04T18:29:00.000Z,2018-05-04T19:09:00.000Z,An information disclosure vulnerability in Qualcomm closed source components. Product: Android. Versions: Android kernel. Android ID: A-28823691.,5.0,CWE-200,"Obtain Information"
6611,CVE-2016-8487,2018-04-04T18:29:00.000Z,2018-05-04T19:08:00.000Z,An elevation of privilege vulnerability in Qualcomm closed source components. Product: Android. Versions: Android kernel. Android ID: A-28823724.,10.0,CWE-264,"None"
6612,CVE-2016-8488,2018-04-04T18:29:00.000Z,2018-05-04T19:08:00.000Z,An elevation of privilege vulnerability in Qualcomm closed source components. Product: Android. Versions: Android kernel. Android ID: A-31625756.,10.0,CWE-264,"None"
6613,CVE-2017-3748,2017-06-29T15:29:00.000Z,2019-10-03T00:03:00.000Z,"On Lenovo VIBE mobile phones, improper access controls on the nac_server component can be abused in conjunction with CVE-2017-3749 and CVE-2017-3750 to elevate privileges to the root user (commonly known as 'rooting' or ""jail breaking"" a device).",7.2,NVD-CWE-noinfo,"None"
6614,CVE-2017-3749,2017-06-29T15:29:00.000Z,2019-10-03T00:03:00.000Z,"On Lenovo VIBE mobile phones, the Idea Friend Android application allows private data to be backed up and restored via Android Debug Bridge, which allows tampering leading to privilege escalation in conjunction with CVE-2017-3748 and CVE-2017-3750.",6.9,NVD-CWE-noinfo,"None"
6615,CVE-2017-3750,2017-06-29T15:29:00.000Z,2019-10-03T00:03:00.000Z,"On Lenovo VIBE mobile phones, the Lenovo Security Android application allows private data to be backed up and restored via Android Debug Bridge, which allows tampering leading to privilege escalation in conjunction with CVE-2017-3748 and CVE-2017-3749.",6.9,NVD-CWE-noinfo,"None"
6616,CVE-2022-26452,2022-10-07T20:15:00.000Z,2022-10-11T16:13:00.000Z,"In isp, there is a possible use after free due to improper locking. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07262305; Issue ID: ALPS07262305.",,CWE-662,"None"
6617,CVE-2020-27066,2020-12-15T17:15:00.000Z,2021-07-21T11:39:00.000Z,"In xfrm6_tunnel_free_spi of net/ipv6/xfrm6_tunnel.c, there is a possible use after free due to improper locking. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-168043318",4.6,CWE-667,"None"
6618,CVE-2020-27067,2020-12-15T17:15:00.000Z,2020-12-17T02:48:00.000Z,"In the l2tp subsystem, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-152409173",4.4,CWE-416,"None"
6619,CVE-2020-27068,2020-12-15T17:15:00.000Z,2023-02-09T02:12:00.000Z,Product: AndroidVersions: Android kernelAndroid ID: A-127973231References: Upstream kernel,7.5,NVD-CWE-noinfo,"None"
6620,CVE-2019-2000,2019-02-28T17:29:00.000Z,2021-07-21T11:39:00.000Z,"In several functions of binder.c, there is possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android kernel. Android ID: A-120025789.",7.2,CWE-416,"Memory corruption"
6621,CVE-2019-2001,2019-02-28T17:29:00.000Z,2021-07-21T11:39:00.000Z,The permissions on /proc/iomem were world-readable. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android kernel. Android ID: A-117422211.,2.1,CWE-732,"Obtain Information"
6622,CVE-2019-2024,2019-06-19T21:15:00.000Z,2019-08-13T19:15:00.000Z,"In em28xx_unregister_dvb of em28xx-dvb.c, there is a possible use after free issue. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-111761954References: Upstream kernel",7.2,CWE-416,"None"
6623,CVE-2019-2025,2019-06-19T21:15:00.000Z,2021-07-21T11:39:00.000Z,"In binder_thread_read of binder.c, there is a possible use-after-free due to improper locking. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-116855682References: Upstream kernel",7.2,CWE-667,"None"
6624,CVE-2017-6211,2017-12-05T19:29:00.000Z,2017-12-22T15:13:00.000Z,"In Android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, in the processing of a downlink supplementary services message, a buffer overflow can occur.",10.0,CWE-119,"Overflow"
6625,CVE-2017-6249,2017-07-13T16:29:00.000Z,2019-10-03T00:03:00.000Z,An elevation of privilege vulnerability in the NVIDIA sound driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-34373711. References: N-CVE-2017-6249.,7.6,NVD-CWE-noinfo,"Execute Code"
6626,CVE-2017-6258,2018-02-06T13:29:00.000Z,2018-03-01T15:32:00.000Z,NVIDIA libnvmmlite_audio.so contains an elevation of privilege vulnerability when running in media server which may cause an out of bounds write and could lead to local code execution in a privileged process. This issue is rated as high. Product: Android. Version: N/A. Android: A-38027496. Reference: N-CVE-2017-6258.,7.2,CWE-787,"Execute Code"
6627,CVE-2017-6262,2017-12-06T18:29:00.000Z,2017-12-21T20:16:00.000Z,NVIDIA driver contains a vulnerability where it is possible a use after free malfunction can occur due to a race condition which could enable unauthorized code execution and possibly lead to elevation of privileges. This issue is rated as high. Product: Android. Version: N/A. Android ID: A-38045794. References: N-CVE-2017-6262.,6.9,CWE-416,"Execute Code"
6628,CVE-2017-6263,2017-12-06T18:29:00.000Z,2017-12-21T20:18:00.000Z,NVIDIA driver contains a vulnerability where it is possible a use after free malfunction can occur due to improper usage of the list_for_each kernel macro which could enable unauthorized code execution and possibly lead to elevation of privileges. This issue is rated as high. Product: Android. Version: N/A. Android ID: A-38046353. References: N-CVE-2017-6263.,7.2,CWE-416,"Execute Code"
6629,CVE-2017-6274,2017-11-14T16:29:00.000Z,2019-10-03T00:03:00.000Z,"An elevation of Privilege vulnerability exists in the Thermal Driver, where a missing bounds checks in the thermal throttle driver can cause an out-of-bounds write in the kernel. This issue is rated as moderate. Product: Pixel. Version: N/A. Android ID: A-34705801. References: N-CVE-2017-6274.",7.5,CWE-119,"Overflow"
6630,CVE-2017-6275,2017-11-14T16:29:00.000Z,2019-08-02T22:15:00.000Z,"An information disclosure vulnerability exists in the Thermal Driver, where a missing bounds checking in the thermal driver could allow a read from an arbitrary kernel address. This issue is rated as moderate. Product: Pixel. Versions: N/A. Android ID: A-34702397. References: N-CVE-2017-6275.",5.0,CWE-200,"Obtain Information"
6631,CVE-2017-6276,2017-12-06T18:29:00.000Z,2017-12-21T20:18:00.000Z,NVIDIA mediaserver contains a vulnerability where it is possible a use after free malfunction can occur due to an incorrect bounds check which could enable unauthorized code execution and possibly lead to elevation of privileges. This issue is rated as high. Product: Android. Version: N/A. Android: A-63802421. References: N-CVE-2017-6276.,7.2,CWE-416,"Execute Code"
6632,CVE-2017-6279,2018-02-06T13:29:00.000Z,2018-03-01T15:32:00.000Z,NVIDIA libnvmmlite_audio.so contains an elevation of privilege vulnerability when running in media server which may cause an out of bounds write and could lead to local code execution in a privileged process. This issue is rated as high. Product: Android. Version: N/A. Android: A-65023166. Reference: N-CVE-2017-6279.,7.2,CWE-787,"Execute Code"
6633,CVE-2017-6280,2018-03-06T16:29:00.000Z,2018-03-27T17:13:00.000Z,NVIDIA driver contains a possible out-of-bounds read vulnerability due to a leak which may lead to information disclosure. This issue is rated as moderate. Android: A-63851980.,5.0,CWE-125,"Obtain Information"
6634,CVE-2017-6281,2018-03-12T13:29:00.000Z,2018-04-04T15:00:00.000Z,NVIDIA libnvomx contains a possible out of bounds write due to a improper input validation which could lead to local escalation of privilege. This issue is rated as high. Product: Android. Version: N/A. Android: A-66969318. Reference: N-CVE-2017-6281.,7.2,CWE-787,"None"
6635,CVE-2017-6282,2018-03-06T16:29:00.000Z,2018-03-27T17:12:00.000Z,NVIDIA Tegra kernel driver contains a vulnerability in NVMAP where an attacker has the ability to write an arbitrary value to an arbitrary location which may lead to an escalation of privileges. This issue is rated as high.,7.2,CWE-123,"None"
6636,CVE-2017-6283,2018-03-06T16:29:00.000Z,2018-03-27T20:29:00.000Z,NVIDIA Security Engine contains a vulnerability in the RSA function where the keyslot read/write lock permissions are cleared on a chip reset which may lead to information disclosure. This issue is rated as high.,4.9,CWE-200,"Obtain Information"
6637,CVE-2017-6284,2018-03-06T16:29:00.000Z,2019-04-02T18:29:00.000Z,NVIDIA Security Engine contains a vulnerability in the Deterministic Random Bit Generator (DRBG) where the DRBG does not properly initialize and store or transmits sensitive data using a weakened encryption scheme that is unable to protect sensitive data which may lead to information disclosure.This issue is rated as moderate.,2.1,CWE-326,"Obtain Information"
6638,CVE-2017-6285,2018-03-12T13:29:00.000Z,2018-04-04T15:01:00.000Z,NVIDIA libnvrm contains a possible out of bounds read due to a missing bounds check which could lead to local information disclosure. This issue is rated as moderate. Product: Android. Version: N/A. Android: A-64893156. Reference: N-CVE-2017-6285.,2.1,CWE-125,"None"
6639,CVE-2017-6286,2018-03-12T13:29:00.000Z,2018-04-04T15:01:00.000Z,NVIDIA libnvomx contains a possible out of bounds write due to a missing bounds check which could lead to local escalation of privilege. This issue is rated as high. Product: Android. Version: N/A. Android: A-64893247. Reference: N-CVE-2017-6286.,7.2,CWE-787,"None"
6640,CVE-2017-6287,2018-03-12T13:29:00.000Z,2018-04-04T15:01:00.000Z,NVIDIA libnvrm contains a possible out of bounds read due to a missing bounds check which could lead to local information disclosure. This issue is rated as moderate.Product: Android. Version: N/A. Android: A-64893264. Reference: N-CVE-2017-6287.,2.1,CWE-125,"None"
6641,CVE-2017-6288,2018-03-12T13:29:00.000Z,2018-04-04T15:01:00.000Z,NVIDIA libnvrm contains a possible out of bounds read due to a missing bounds check which could lead to local information disclosure. This issue is rated as moderate. Product: Android. Version: N/A. Android: A-65482562. Reference: N-CVE-2017-6288.,2.1,CWE-125,"None"
6642,CVE-2017-6289,2018-05-10T14:29:00.000Z,2019-10-03T00:03:00.000Z,"In Android before the 2018-05-05 security patch level, NVIDIA Trusted Execution Environment (TEE) contains a memory corruption (due to unusual root cause) vulnerability, which if run within the speculative execution of the TEE, may lead to local escalation of privileges. This issue is rated as critical. Android: A-72830049. Reference: N-CVE-2017-6289.",7.2,CWE-119,"Overflow,Memory corruption"
6643,CVE-2017-6290,2018-06-07T19:29:00.000Z,2018-07-27T13:37:00.000Z,"In Android before the 2018-06-05 security patch level, NVIDIA TLK TrustZone contains a possible out of bounds write due to an integer overflow which could lead to local escalation of privilege with no additional execution privileges needed. User interaction not needed for exploitation. This issue is rated as high. Version: N/A. Android: A-69559414. Reference: N-CVE-2017-6290.",7.2,CWE-190,"Overflow"
6644,CVE-2017-6292,2018-06-07T19:29:00.000Z,2018-07-27T13:38:00.000Z,"In Android before the 2018-06-05 security patch level, NVIDIA TLZ TrustZone contains a possible out of bounds write due to integer overflow which could lead to local escalation of privilege in the TrustZone with no additional execution privileges needed. User interaction is not needed for exploitation. This issue is rated as high. Version: N/A. Android: A-69480285. Reference: N-CVE-2017-6292.",7.2,CWE-787,"Overflow"
6645,CVE-2017-6293,2018-05-10T14:29:00.000Z,2018-06-14T18:06:00.000Z,"In Android before the 2018-05-05 security patch level, NVIDIA Tegra X1 TZ contains a vulnerability in Widevine TA where the software writes data past the end, or before the beginning, of the intended buffer, which may lead to escalation of Privileges. This issue is rated as high. Android: A-69377364. Reference: N-CVE-2017-6293.",7.2,CWE-787,"None"
6646,CVE-2017-6294,2018-06-07T19:29:00.000Z,2018-07-27T13:38:00.000Z,"In Android before the 2018-06-05 security patch level, NVIDIA Tegra X1 TZ contains a possible out of bounds write due to missing bounds check which could lead to escalation of privilege from the kernel to the TZ. User interaction is not needed for exploitation. This issue is rated as high. Version: N/A. Android: A-69316825. Reference: N-CVE-2017-6294.",7.2,CWE-787,"None"
6647,CVE-2017-6295,2018-03-06T16:29:00.000Z,2018-03-27T20:27:00.000Z,"NVIDIA TrustZone Software contains a vulnerability in the Keymaster implementation where the software reads data past the end, or before the beginning, of the intended buffer; and may lead to denial of service or information disclosure. This issue is rated as high.",3.6,CWE-125,"Denial Of Service"
6648,CVE-2017-6296,2018-03-06T16:29:00.000Z,2018-03-27T17:11:00.000Z,NVIDIA TrustZone Software contains a TOCTOU issue in the DRM application which may lead to the denial of service or possible escalation of privileges. This issue is rated as moderate.,4.4,CWE-362,"Denial Of Service"
6649,CVE-2019-2054,2019-05-08T17:29:00.000Z,2020-08-24T17:37:00.000Z,"In the seccomp implementation prior to kernel version 4.8, there is a possible seccomp bypass due to seccomp policies that allow the use of ptrace. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android kernel Android ID: A-119769499",4.6,NVD-CWE-noinfo,"Bypass a restriction or similar"
6650,CVE-2017-6423,2018-04-04T18:29:00.000Z,2019-10-03T00:03:00.000Z,An elevation of privilege vulnerability in the Qualcomm kyro L2 driver. Product: Android. Versions: Android kernel. Android ID: A-32831370. References: QC-CR#1103158.,6.9,NVD-CWE-noinfo,"None"
6651,CVE-2017-6424,2018-04-04T18:29:00.000Z,2019-10-03T00:03:00.000Z,An elevation of privilege vulnerability in the Qualcomm WiFi driver. Product: Android. Versions: Android kernel. Android ID: A-32086742. References: QC-CR#1102648.,6.9,NVD-CWE-noinfo,"None"
6652,CVE-2017-6425,2018-04-04T18:29:00.000Z,2018-05-04T19:04:00.000Z,An information disclosure vulnerability in the Qualcomm video driver. Product: Android. Versions: Android kernel. Android ID: A-32577085. References: QC-CR#1103689.,4.3,CWE-200,"Obtain Information"
6653,CVE-2017-6426,2018-04-04T18:29:00.000Z,2018-05-04T19:04:00.000Z,An information disclosure vulnerability in the Qualcomm SPMI driver. Product: Android. Versions: Android kernel. Android ID: A-33644474. References: QC-CR#1106842.,4.3,CWE-200,"Obtain Information"
6654,CVE-2019-2181,2019-09-05T22:15:00.000Z,2020-08-24T17:37:00.000Z,"In binder_transaction of binder.c in the Android kernel, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",6.9,CWE-190,"Overflow"
6655,CVE-2019-2182,2019-09-06T22:15:00.000Z,2020-08-24T17:37:00.000Z,In the Android kernel in the kernel MMU code there is a possible execution path leaving some kernel text and rodata pages writable. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.,4.6,NVD-CWE-noinfo,"Execute Code"
6656,CVE-2019-2213,2019-11-13T18:15:00.000Z,2021-07-21T11:39:00.000Z,"In binder_free_transaction of binder.c, there is a possible use-after-free due to a race condition. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-133758011References: Upstream kernel",6.9,CWE-416,"None"
6657,CVE-2019-2215,2019-10-11T19:15:00.000Z,2019-10-18T19:15:00.000Z,"A use-after-free in binder.c allows an elevation of privilege from an application to the Linux Kernel. No user interaction is required to exploit this vulnerability, however exploitation does require either the installation of a malicious local application or a separate vulnerability in a network facing application.Product: AndroidAndroid ID: A-141720095",4.6,CWE-416,"None"
6658,CVE-2018-21090,2020-04-08T14:15:00.000Z,2020-04-09T16:58:00.000Z,An issue was discovered on Samsung mobile devices with software through 2017-11-03 (S.LSI modem chipsets). The Exynos modem chipset has a baseband buffer overflow. The Samsung ID is SVE-2017-10745 (January 2018).,10.0,CWE-120,"Overflow"
6659,CVE-2017-8244,2017-05-12T20:29:00.000Z,2020-11-09T14:27:00.000Z,"In core_info_read and inst_info_read in all Android releases from CAF using the Linux kernel, variable ""dbg_buf"", ""dbg_buf->curr"" and ""dbg_buf->filled_size"" could be modified by different threads at the same time, but they are not protected with mutex or locks. Buffer overflow is possible on race conditions. ""buffer->curr"" itself could also be overwritten, which means that it may point to anywhere of kernel memory (for write).",6.9,CWE-362,"Overflow"
6660,CVE-2017-8245,2017-05-12T20:29:00.000Z,2020-11-09T14:19:00.000Z,"In all Android releases from CAF using the Linux kernel, while processing a voice SVC request which is nonstandard by specifying a payload size that will overflow its own declared size, an out of bounds memory copy occurs.",4.6,CWE-119,"Overflow"
6661,CVE-2017-8246,2017-05-12T20:29:00.000Z,2020-11-09T14:17:00.000Z,"In function msm_pcm_playback_close() in all Android releases from CAF using the Linux kernel, prtd is assigned substream->runtime->private_data. Later, prtd is freed. However, prtd is not sanitized and set to NULL, resulting in a dangling pointer. There are other functions that access the same memory (substream->runtime->private_data) with a NULL check, such as msm_pcm_volume_ctl_put(), which means this freed memory could be used.",4.6,CWE-416,"None"
6662,CVE-2017-8247,2017-09-21T15:29:00.000Z,2019-10-03T00:03:00.000Z,"In all Qualcomm products with Android releases from CAF using the Linux kernel, if there is more than one thread doing the device open operation, the device may be opened more than once. This would lead to get_pid being called more than once, however put_pid being called only once in function ""msm_close"".",6.8,CWE-400,"None"
6663,CVE-2017-8250,2017-09-21T15:29:00.000Z,2019-10-03T00:03:00.000Z,"In all Qualcomm products with Android releases from CAF using the Linux kernel, user controlled variables ""nr_cmds"" and ""nr_bos"" number are passed across functions without any check. An integer overflow to buffer overflow (with a smaller buffer allocated) may occur when they are too large or negative.",6.8,CWE-190,"Overflow"
6664,CVE-2017-8251,2017-09-21T15:29:00.000Z,2019-10-03T00:03:00.000Z,"In all Qualcomm products with Android releases from CAF using the Linux kernel, in functions msm_isp_check_stream_cfg_cmd & msm_isp_stats_update_cgc_override, 'stream_cfg_cmd->num_streams' is not checked, and could overflow the array stream_cfg_cmd->stream_handle.",6.8,CWE-129,"Overflow"
6665,CVE-2017-8258,2017-08-11T15:29:00.000Z,2017-08-16T13:59:00.000Z,An array out-of-bounds access in all Qualcomm products with Android releases from CAF using the Linux kernel can potentially occur in a camera driver.,4.3,CWE-125,"Obtain Information"
6666,CVE-2017-8259,2017-08-11T15:29:00.000Z,2019-10-03T00:03:00.000Z,"In the service locator in all Qualcomm products with Android releases from CAF using the Linux kernel, a buffer overflow can occur as the variable set for determining the size of the buffer is not used to indicate the size of the buffer.",6.8,CWE-120,"Overflow"
6667,CVE-2017-8264,2017-08-11T15:29:00.000Z,2019-10-03T00:03:00.000Z,A userspace process can cause a Denial of Service in the camera driver in all Qualcomm products with Android releases from CAF using the Linux kernel.,6.8,CWE-400,"Denial Of Service"
6668,CVE-2017-8269,2017-08-11T15:29:00.000Z,2018-04-04T01:29:00.000Z,Userspace-controlled non null terminated parameter for IPA WAN ioctl in all Qualcomm products with Android releases from CAF using the Linux kernel can lead to exposure of kernel memory.,4.3,CWE-200,"Obtain Information"
6669,CVE-2017-8271,2017-08-11T15:29:00.000Z,2017-08-16T14:02:00.000Z,Out of bound memory write can happen in the MDSS Rotator driver in all Qualcomm products with Android releases from CAF using the Linux kernel by an unsanitized userspace-controlled parameter.,6.8,CWE-787,"None"
6670,CVE-2017-8273,2017-08-11T15:29:00.000Z,2017-08-16T14:01:00.000Z,"In all Qualcomm products with Android release from CAF using the Linux kernel, while processing fastboot boot command when verified boot feature is disabled, with length greater than boot image buffer, a buffer overflow can occur.",6.8,CWE-119,"Overflow"
6671,CVE-2017-8277,2017-09-21T15:29:00.000Z,2019-10-03T00:03:00.000Z,"In all Qualcomm products with Android releases from CAF using the Linux kernel, in the function msm_dba_register_client, if the client registers failed, it would be freed. However the client was not removed from list. Use-after-free would occur when traversing the list next time.",6.8,CWE-416,"None"
6672,CVE-2017-8278,2017-09-21T15:29:00.000Z,2019-10-03T00:03:00.000Z,"In all Qualcomm products with Android releases from CAF using the Linux kernel, while reading audio data from an unspecified driver, a buffer overflow or integer overflow could occur.",9.3,CWE-120,"Overflow"
6673,CVE-2017-8279,2017-11-16T22:29:00.000Z,2019-10-03T00:03:00.000Z,"In android for MSM, Firefox OS for MSM, QRD Android, with all Android releases from CAF using the Linux kernel, missing race condition protection while updating msg mask table can lead to buffer over-read. Also access to freed memory can happen while updating msg_mask information.",5.0,CWE-362,"None"
6674,CVE-2017-8280,2017-09-21T15:29:00.000Z,2019-10-03T00:03:00.000Z,"In all Qualcomm products with Android releases from CAF using the Linux kernel, during the wlan calibration data store and retrieve operation, there are some potential race conditions which lead to a memory leak and a buffer overflow during the context switch.",5.1,CWE-772,"Overflow"
